Date;Isolation;Muscu;Stretching;warmup;Chorée;Temps;Chorée_1;Temps_2;Chorée_3;Temps_4;Style;Temps_5;Style_6;Temps_7;Autre;Chorée_8;Temps_9;Chorée_10;Temps_11;Abdos;Gainage;Jambes;Bras;All;Escalade;Waacking;running_temps;running_km;Pleurs;Raisons;Column1;_12;Règles;SPM;Durée;Détails;Mood;Journaling;Stretching2;Danse;Sport;Lecture;Album;Film;Rangement;Culture;Art;Skincare;Compétence;Split stretching;Muscu3
30/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
31/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/09/2024;;;VRAI;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/09/2024;;;VRAI;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/09/2024;;;VRAI;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/09/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/09/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/10/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/10/2024;;;FAUX;;Crazy - Le Sserafim;60;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/10/2024;;;FAUX;;Crazy - Le Sserafim;35;;;;;;;;;10;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/10/2024;;;VRAI;;Crazy - Le Sserafim;10;;;;;;;;;;;;;;8;;;;;;;40;5,38;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/10/2024;;;VRAI;3;Crazy - Le Sserafim;27;Jazz - Soso LaoShi;24;;;;;;;;;;;;;;5;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/10/2024;;;VRAI;8;Crazy - Le Sserafim;32;Jazz - Soso LaoShi;17;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/10/2024;;;VRAI;4;Crazy - Le Sserafim;11;Jazz - Soso LaoShi;12;Karina - UP;18;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/10/2024;;;VRAI;;Crazy - Le Sserafim;11;Jazz - Soso LaoShi;8;Karina - UP;8;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/10/2024;;;VRAI;;Crazy - Le Sserafim;7;Jazz - Soso LaoShi;10;Karina - UP;15;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/10/2024;;;VRAI;;Crazy - Le Sserafim;24;Jazz - Soso LaoShi;14;Karina - UP;33;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/10/2024;;;VRAI;;Crazy - Le Sserafim;6;Jazz - Soso LaoShi;11;Karina - UP;15;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/10/2024;;;VRAI;2;Crazy - Le Sserafim;12;Jazz - Soso LaoShi;12;Karina - UP;10;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/10/2024;;;FAUX;;ATEEZ - Halazia;97;;;;;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/10/2024;;;VRAI;;ATEEZ - Halazia;67;;;;;;;;;1;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/10/2024;;;VRAI;3;ATEEZ - Halazia;11;New Jeans - Hype Boy;11;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/10/2024;;;FAUX;;ATEEZ - Halazia;34;New Jeans - Hype Boy;12;;;;;;;;;;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/10/2024;;;VRAI;;ATEEZ - Halazia;17;New Jeans - Hype Boy;8;;;;;;;1;;;;;;;6;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/10/2024;;;VRAI;;ATEEZ - Halazia;12;New Jeans - Hype Boy;10;BabyMonster - Like That;26;;;;;;;;;;8;;;1;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/10/2024;;;VRAI;9;ATEEZ - Halazia;12;New Jeans - Hype Boy;11;BabyMonster - Like That;19;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/10/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/10/2024;;;FAUX;;ATEEZ - Halazia;3;New Jeans - Hype Boy;6;BabyMonster - Like That;6;;;;;;;;;;;;;;13;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/10/2024;;;VRAI;;ATEEZ - Halazia;7;New Jeans - Hype Boy;3;BabyMonster - Like That;9;;;;;2;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/10/2024;;;VRAI;;ATEEZ - Halazia;11;New Jeans - Hype Boy;9;BabyMonster - Like That;9;;;;;;Aespa - Whiplash;21;;;;;;;22;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/10/2024;;;VRAI;;ATEEZ - Halazia;23;New Jeans - Hype Boy;5;BabyMonster - Like That;12;;;;;;Aespa - Whiplash;10;;;3;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/10/2024;;;VRAI;3;ATEEZ - Halazia;10;New Jeans - Hype Boy;7;BabyMonster - Like That;5;;;;;12;HARRY STYLES - Adore You;11;;;8;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
31/10/2024;;;VRAI;;HARRY STYLES - Adore You;24;Aespa - Whiplash;10;;;;;;;6;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/11/2024;;;VRAI;;HARRY STYLES - Adore You;28;Aespa - Whiplash;3;Jay Park - MOMMAE - DAWON;23;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/11/2024;;;FAUX;;HARRY STYLES - Adore You;27;Aespa - Whiplash;3;Jay Park - MOMMAE - DAWON;8;;;;;;;;;;8;;5;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/11/2024;;;VRAI;;HARRY STYLES - Adore You;26;Aespa - Whiplash;3;Jay Park - MOMMAE - DAWON;19;;;;;;;;;;8;;6;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/11/2024;;;VRAI;;HARRY STYLES - Adore You;13;Aespa - Whiplash;2;Jay Park - MOMMAE - DAWON;6;;;;;9;Ariana Grande - Into You;11;;;;;1;10;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/11/2024;;;VRAI;;HARRY STYLES - Adore You;10;Aespa - Whiplash;2;Jay Park - MOMMAE - DAWON;12;;;;;;Ariana Grande - Into You;17;;;8;;6;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/11/2024;;;VRAI;8;HARRY STYLES - Adore You;5;Badvillain - Badvillain;25;Jay Park - MOMMAE - DAWON;4;;;;;;Ariana Grande - Into You;5;;;;;;13;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/11/2024;;;VRAI;3;HARRY STYLES - Adore You;9;Badvillain - Badvillain;35;Jay Park - MOMMAE - DAWON;7;;;;;;Ariana Grande - Into You;14;;;8;;5;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/11/2024;;;VRAI;;Aespa - Whiplash;6;Badvillain - Badvillain;33;Jay Park - MOMMAE - DAWON;22;;;;;;Ariana Grande - Into You;4;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/11/2024;;;VRAI;;HARRY STYLES - Adore You;2;Badvillain - Badvillain;5;;;;;;;10;Ariana Grande - Into You;5;;;7;;;;16;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/11/2024;;;FAUX;;;;Badvillain - Badvillain;4;KIOF - Igloo;20;;;;;8;Jay Park - MOMMAE - DAWON;2;;;;;21;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/11/2024;;;VRAI;;Badvillain - Badvillain;8;KIOF - Igloo;11;Ariana Grande - Into You;6;;;;;10;Jay Park - MOMMAE - DAWON;9;Ateez - Crazy Form;19;10;;;10;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/11/2024;;;FAUX;;Ateez - Crazy Form;49;Aespa - Whiplash;3;Ariana Grande - Into You;3;;;;;;Jay Park - MOMMAE - DAWON;4;;;;;12;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/11/2024;;;VRAI;4;KIOF - Igloo;5;Aespa - Whiplash;8;Ariana Grande - Into You;10;;;;;;Jay Park - MOMMAE - DAWON;10;Badvillain - Badvillain;4;;;6;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/11/2024;;;VRAI;;KIOF - Igloo;2;Ateez - Crazy Form;8;;;;;;;;;;;;;;;;;60;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/11/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/11/2024;;;FAUX;;KIOF - Igloo;2;Badvillain - Badvillain;4;HARRY STYLES - Adore You;3;;;;;;Ateez - Crazy Form;7;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/11/2024;;;VRAI;;KIOF - Igloo;2;Badvillain - Badvillain;2;HARRY STYLES - Adore You;4;;;;;;Ateez - Crazy Form;5;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/11/2024;;;FAUX;;HARRY STYLES - Adore You;10;Ateez - Crazy Form;11;Badvillain - Badvillain;5;;;;;8;KIOF - Igloo;2;;;;;;17;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/11/2024;;;FAUX;;HARRY STYLES - Adore You;8;Ateez - Crazy Form;13;Badvillain - Badvillain;1;;;;;;KIOF - Igloo;5;Ten - Nightwalker;11;9;;;11;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/11/2024;;;VRAI;2;HARRY STYLES - Adore You;14;Badvillain - Badvillain;9;KIOF - Igloo;4;;;;;8;Ten - Nightwalker;27;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/11/2024;;;VRAI;;Ten - Nightwalker;38;Ateez - Crazy Form;9;;;;;;;;;;;;15;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/11/2024;;;VRAI;;Ten - Nightwalker;16;Ateez - Crazy Form;4;;;;;;;;;;;;;;;;;60;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/11/2024;;;VRAI;;Ten - Nightwalker;34;;;;;;;;;5;;;;;5;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/11/2024;;;VRAI;;Ten - Nightwalker;30;Ateez - Crazy Form;9;;;;;;;;;;;;13;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/11/2024;;;VRAI;;Ten - Nightwalker;25;Ateez - Crazy Form;14;;;;;;;;;;;;11;;;;16;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/11/2024;;;VRAI;;Ten - Nightwalker;10;Ateez - Crazy Form;7;;;;;;;;;;;;12;;;23;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/11/2024;;;VRAI;;BabyMonster - Drip;17;;;;;;;;;;;;;;;;;;25;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/11/2024;;;VRAI;;BabyMonster - Drip;9;Ten - Nightwalker;7;Ateez - Crazy Form;11;;;;;;;;;;;;;;23;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/11/2024;;;VRAI;;BabyMonster - Drip;2;Ten - Nightwalker;7;;;;;;;;;;;;;;;;;60;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/11/2024;;;VRAI;;BabyMonster - Drip;4;Ten - Nightwalker;11;Bibi - Vengeance;12;;;;;;;;;;;;;;28;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/12/2024;;;VRAI;;BabyMonster - Drip;4;Ten - Nightwalker;7;Bibi - Vengeance;11;;;;;6;;;;;11;;;20;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/12/2024;;;VRAI;3;Ten - Nightwalker;22;BabyMonster - Drip;4;Ed Sheeran - Shape of You;24;;;;;3;;;;;;;;;;35;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/12/2024;;;FAUX;;Bibi - Vengeance;8;Ed Sheeran - Shape of You;40;Ateez - Crazy Form;8;;;;;;;;;;21;;;;12;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/12/2024;;;VRAI;;Ed Sheeran - Shape of You;21;Bibi - Vengeance;2;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/12/2024;;;VRAI;;Ed Sheeran - Shape of You;15;Ateez - Crazy Form;12;;;;;;;;;;;;;;25;;;60;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/12/2024;;;VRAI;;Ed Sheeran - Shape of You;16;Bibi - Vengeance;8;Exo - The Eve;11;;;;;;;;;;10;;;;15;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/12/2024;;;VRAI;;Exo - The Eve;20;Ed Sheeran - Shape of You;5;Bibi - Vengeance;9;;;;;;Ateez - Crazy Form;4;;;;;;22;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/12/2024;;;VRAI;;Exo - The Eve;5;Ed Sheeran - Shape of You;5;Bibi - Vengeance;4;;;;;;Ateez - Crazy Form;10;;;9;;;;16;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/12/2024;;;FAUX;;Exo - The Eve;6;Ed Sheeran - Shape of You;3;Bibi - Vengeance;2;;;;;;;;;;;;;;11;35;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/12/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/12/2024;;;FAUX;;Exo - The Eve;13;Ed Sheeran - Shape of You;11;Bibi - Vengeance;7;;;;;;Ateez - Crazy Form;17;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/12/2024;;;FAUX;;Exo - The Eve;2;Ed Sheeran - Shape of You;2;;;;;;;;;;;;;;;;;45;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/12/2024;;;VRAI;;Exo - The Eve;3;Ed Sheeran - Shape of You;2;Bibi - Vengeance;3;;;;;7;Ateez - Crazy Form;8;;;10;;16;;12;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/12/2024;;;FAUX;;;;Ed Sheeran - Shape of You;2;;;;;;;10;Ateez - Crazy Form;3;;;;;;21;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/12/2024;;;VRAI;;;;;;;;;;;;;;;;;5;;;;22;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/12/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;14;50;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/12/2024;;;VRAI;;Exo - The Eve;2;Ed Sheeran - Shape of You;5;Bibi - Vengeance;2;;;;;;;;;;11;;16;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/12/2024;;;FAUX;;Exo - The Eve;9;Ed Sheeran - Shape of You;10;Bibi - Vengeance;10;;;;;6;Ateez - Crazy Form;13;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/12/2024;;;VRAI;;;;;;;;;;;;;;;;;11;;;;20;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/12/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/12/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/12/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/12/2024;;;VRAI;;;;;;;;;;;;;;;;;11;;4;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/12/2024;;;VRAI;;;;;;;;;;;;;;;;;10;;5;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/12/2024;;;FAUX;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/12/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/12/2024;;;FAUX;;Stray kids - Walking on water;32;Pixy - Karma;6;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/12/2024;;;FAUX;;Stray kids - Walking on water;9;Sunmi - Gashina;15;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/12/2024;;;FAUX;;;;;;;;;;;;;;;;;10;;;;10;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/12/2024;;;FAUX;;Sunmi - Gashina;10;Stray kids - Walking on water;7;;;;;;;;;;;;10;;;10;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
31/12/2024;;;VRAI;;Sunmi - Gashina;3;Stray kids - Walking on water;1;;;;;;;;;;;;;;20;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
