"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension Triceps Corde",,"",0,"warmup",15,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension Triceps Corde",,"",1,"normal",20,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension Triceps Corde",,"",2,"normal",20,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension Triceps Corde",,"",3,"normal",15,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension triceps à la poulie",,"",0,"normal",5,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension triceps à la poulie",,"",1,"normal",5,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Extension triceps à la poulie",,"",2,"normal",5,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Écarté Poulie Un Bras",,"",0,"normal",7.5,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Écarté Poulie Un Bras",,"",1,"normal",7.5,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Écarté Poulie Un Bras",,"",2,"normal",10,20,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché (Haltère)",,"",0,"normal",36,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché (Haltère)",,"",1,"normal",44,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché (Haltère)",,"",2,"normal",44,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché Incliné (Barre)",,"",0,"normal",40,10,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché Incliné (Barre)",,"",1,"normal",45,7,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché Incliné (Barre)",,"",2,"dropset",40,3,,,
"Entraînement matinal ☀️","5 juil. 2026, 10:33","5 juil. 2026, 11:52","Pecs + triceps","Développé Couché Incliné (Barre)",,"",3,"normal",40,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Oiseau Un Bras (Poulie)",,"",0,"normal",5,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Oiseau Un Bras (Poulie)",,"",1,"normal",5,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Oiseau Un Bras (Poulie)",,"",2,"normal",7.5,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Oiseau Un Bras (Poulie)",,"",3,"dropset",5,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Élévation latérale à un bras (câble)",,"",0,"normal",2.5,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Élévation latérale à un bras (câble)",,"",1,"normal",2.5,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Élévation latérale à un bras (câble)",,"",2,"normal",2.5,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Machine Convergente",,"",0,"normal",30,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Machine Convergente",,"",1,"normal",40,14,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Machine Convergente",,"",2,"normal",30,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Poitrine (Poulie)",,"",0,"normal",40,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Poitrine (Poulie)",,"",1,"normal",45,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Tirage Poitrine (Poulie)",,"",2,"normal",45,10,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Halo avec kettlebell",,"",0,"normal",8,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Halo avec kettlebell",,"",1,"normal",8,20,,,
"Entraînement d'après-midi 💪","3 juil. 2026, 16:38","3 juil. 2026, 17:37","Épaule + dos","Halo avec kettlebell",,"",2,"normal",8,20,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Escaliers",,"",0,"normal",,,,300,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",0,"warmup",53,12,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",1,"normal",133,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",2,"normal",133,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",3,"normal",133,4,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",4,"dropset",93,6,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse à Cuisses",,"Machine = 53kg",5,"normal",93,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Relevé de Bassin (Barre)",,"",0,"normal",60,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Relevé de Bassin (Barre)",,"",1,"normal",80,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Relevé de Bassin (Barre)",,"",2,"normal",100,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Leg Curl Assis",,"45 j'ai abusé même si j'ai réussi",0,"normal",30,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Leg Curl Assis",,"45 j'ai abusé même si j'ai réussi",1,"normal",40,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Leg Curl Assis",,"45 j'ai abusé même si j'ai réussi",2,"normal",45,10,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse Mollets (Machine)",,"",0,"normal",60,15,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse Mollets (Machine)",,"",1,"normal",70,15,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse Mollets (Machine)",,"",2,"normal",70,15,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Presse Mollets (Machine)",,"",3,"normal",80,15,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Adduction Hanche",,"",0,"normal",50,25,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Adduction Hanche",,"",1,"normal",70,12,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Adduction Hanche",,"",2,"normal",70,12,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Abduction Hanche",,"",0,"normal",30,12,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Abduction Hanche",,"",1,"normal",30,12,,,
"Entraînement matinal ☀️","28 juin 2026, 10:09","28 juin 2026, 11:49","","Abduction Hanche",,"",2,"normal",30,12,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension Triceps Corde",,"",0,"normal",15,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension Triceps Corde",,"",1,"normal",20,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension Triceps Corde",,"",2,"normal",20,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension Triceps Corde",,"",3,"normal",22.5,6,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension Triceps Corde",,"",4,"dropset",20,4,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension triceps à la poulie",,"",0,"normal",2.5,20,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension triceps à la poulie",,"",1,"normal",5,20,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Extension triceps à la poulie",,"",2,"normal",5,20,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Biceps (Haltère)",,"",0,"normal",24,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Biceps (Haltère)",,"",1,"normal",28,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Biceps (Haltère)",,"",2,"normal",32,7,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Biceps (Haltère)",,"",3,"dropset",28,3,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Marteau (Haltère)",,"",0,"normal",28,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Marteau (Haltère)",,"",1,"normal",28,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Marteau (Haltère)",,"",2,"normal",28,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Pupitre (Barre)",,"",0,"normal",27.5,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Pupitre (Barre)",,"",1,"normal",32.5,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Pupitre (Barre)",,"",2,"normal",32.5,7,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Curl Pupitre (Barre)",,"",3,"dropset",27.5,3,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Dips Triceps (Lesté)",,"",0,"normal",15,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Dips Triceps (Lesté)",,"",1,"normal",10,10,,,
"Entraînement du soir 🏋️","26 juin 2026, 16:41","26 juin 2026, 18:00","Biceps + Triceps","Dips Triceps (Lesté)",,"",2,"normal",15,10,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Écarté Poulie Un Bras",,"",0,"normal",7.5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Écarté Poulie Un Bras",,"",1,"normal",10,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Écarté Poulie Un Bras",,"",2,"normal",10,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché Incliné (Barre)",,"",0,"normal",40,10,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché Incliné (Barre)",,"",1,"normal",50,3,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché Incliné (Barre)",,"",2,"dropset",40,7,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché Incliné (Barre)",,"",3,"normal",40,10,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché (Haltère)",,"",0,"normal",36,10,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché (Haltère)",,"",1,"normal",44,8,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Développé Couché (Haltère)",,"",2,"normal",44,8,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Oiseau Un Bras (Poulie)",,"",0,"normal",5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Oiseau Un Bras (Poulie)",,"",1,"normal",5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Oiseau Un Bras (Poulie)",,"",2,"normal",5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Élévation latérale à un bras (câble)",,"",0,"normal",2.5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Élévation latérale à un bras (câble)",,"",1,"normal",2.5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Élévation latérale à un bras (câble)",,"",2,"normal",2.5,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Halo avec kettlebell",,"",0,"normal",12,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Halo avec kettlebell",,"",1,"normal",12,20,,,
"Entraînement du soir 🏋️","22 juin 2026, 19:52","22 juin 2026, 21:28","Pecs + Épaules","Halo avec kettlebell",,"",2,"normal",8,20,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension Triceps Corde",,"",0,"normal",15,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension Triceps Corde",,"",1,"normal",20,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension Triceps Corde",,"",2,"normal",20,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension Triceps Corde",,"",3,"normal",20,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension triceps à la poulie",,"",0,"normal",3.75,20,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension triceps à la poulie",,"",1,"normal",3.75,20,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Extension triceps à la poulie",,"",2,"normal",5,20,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Biceps (Haltère)",,"",0,"normal",24,12,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Biceps (Haltère)",,"",1,"normal",24,12,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Biceps (Haltère)",,"",2,"normal",24,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Marteau (Haltère)",,"",0,"normal",28,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Marteau (Haltère)",,"",1,"normal",28,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Marteau (Haltère)",,"",2,"normal",28,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Marteau (Haltère)",,"",3,"normal",28,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Pupitre (Barre)",,"",0,"normal",27.5,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Pupitre (Barre)",,"",1,"normal",27.5,10,,,
"Entraînement du soir 🏋️","16 juin 2026, 19:57","16 juin 2026, 21:14","Biceps + Triceps","Curl Pupitre (Barre)",,"",2,"normal",27.5,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Échauffement",,"",0,"normal",,,,300,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Pompes",,"",0,"normal",,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Pompes",,"",1,"normal",,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Pompes",,"",2,"normal",,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Pompes",,"",3,"normal",,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Écarté Poulie Un Bras",,"",0,"warmup",5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Écartés Poulie",,"",0,"normal",15,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Écartés Poulie",,"",1,"normal",15,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Écartés Poulie",,"",2,"normal",15,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché (Haltère)",,"",0,"normal",36,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché (Haltère)",,"",1,"normal",36,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché (Haltère)",,"",2,"normal",40,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché Incliné (Barre)",,"",0,"normal",40,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché Incliné (Barre)",,"",1,"normal",40,5,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché Incliné (Barre)",,"",2,"dropset",35,7,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Développé Couché Incliné (Barre)",,"",3,"normal",40,10,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Oiseau Un Bras (Poulie)",,"",0,"normal",5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Oiseau Un Bras (Poulie)",,"",1,"normal",5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Oiseau Un Bras (Poulie)",,"",2,"normal",5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Élévation latérale à un bras (câble)",,"",0,"normal",3.5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Élévation latérale à un bras (câble)",,"",1,"normal",3.5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Élévation latérale à un bras (câble)",,"",2,"normal",2.5,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Halo avec kettlebell",,"",0,"normal",6,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Halo avec kettlebell",,"",1,"normal",6,20,,,
"Entraînement du soir 🏋️","8 juin 2026, 19:43","8 juin 2026, 21:30","Pecs + Epaules","Halo avec kettlebell",,"",2,"normal",6,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension Triceps Corde",,"",0,"normal",12.5,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension Triceps Corde",,"",1,"normal",17.5,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension Triceps Corde",,"",2,"normal",20,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension Triceps Corde",,"",3,"normal",20,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension triceps à la poulie",,"",0,"normal",3.75,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension triceps à la poulie",,"",1,"normal",5,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Extension triceps à la poulie",,"",2,"normal",5,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Biceps (Barre EZ)",,"",0,"normal",17.5,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Biceps (Barre EZ)",,"",1,"normal",22.5,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Biceps (Barre EZ)",,"",2,"normal",25,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Marteau (Haltère)",,"",0,"normal",28,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Marteau (Haltère)",,"",1,"normal",28,10,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Marteau (Haltère)",,"",2,"normal",20,15,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Marteau (Haltère)",,"",3,"normal",20,15,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Poignets Paumes vers le Haut Assis",,"",0,"normal",10,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Poignets Paumes vers le Haut Assis",,"",1,"normal",10,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Curl Poignets Paumes vers le Haut Assis",,"",2,"normal",10,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Dips Triceps",,"",0,"normal",,15,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Dips Triceps",,"",1,"normal",,20,,,
"Entraînement du soir 🏋️","3 juin 2026, 20:03","3 juin 2026, 21:19","Biceps + Triceps","Dips Triceps",,"",2,"normal",,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Écarté Poulie Un Bras",,"",0,"warmup",5,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Écarté Poulie Un Bras",,"",1,"normal",7.5,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Écarté Poulie Un Bras",,"",2,"normal",7.5,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché (Haltère)",,"",0,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché (Haltère)",,"",1,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché (Haltère)",,"",2,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché (Haltère)",,"",3,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché Incliné (Barre)",,"",0,"normal",35,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché Incliné (Barre)",,"",1,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché Incliné (Barre)",,"",2,"normal",40,10,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Développé Couché Incliné (Barre)",,"",3,"normal",50,1,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Tirage Machine Convergente",,"",0,"normal",30,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Tirage Machine Convergente",,"",1,"normal",30,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Tirage Machine Convergente",,"",2,"normal",40,20,,,
"Entraînement du soir 🏋️","27 mai 2026, 19:50","27 mai 2026, 21:37","Pecs + Dos","Shrug (Haltère)",,"",0,"normal",20,20,,,
